Sector_score;PARA_A;SCORE_A;PARA_B;SCORE_B;TOTAL;numbers;Marks;Money_Value;MONEY_Marks;District;Loss;LOSS_SCORE;History;History_score;Score;Risk
2.37;3.35;6;0.99;2;4.34;5;2;0.12;2;2;0;2;0;2;2.4;1
2.37;0.32;2;0.49;2;0.81;5;2;6.73;4;6;0;2;0;2;2.6;1
2.37;0.51;2;0;2;0.51;5;2;0;2;6;0;2;0;2;2.4;1
2.37;0;2;0;2;0;5;2;0.05;2;2;0;2;0;2;2;0
2.37;0.31;2;0.69;2;1;5;2;0;2;2;0;2;0;2;2;0
2.37;0.61;2;1.54;4;2.15;5;2;0.57;2;2;0;2;0;2;2.6;1
2.37;0.26;2;0.17;2;0.43;5;2;0;2;2;0;2;0;2;2;0
2.37;0.73;2;0.05;2;0.78;5;2;6.14;4;6;0;2;0;2;2.6;1
2.37;0;2;0;2;0;5;2;0;2;6;0;2;0;2;2.4;1
2.37;1.27;4;1.01;4;2.28;5;2;1.15;2;2;0;2;0;2;2.8;1
2.37;1.62;4;0.49;2;2.11;5;2;0;2;2;0;2;0;2;2.2;1
2.37;1.54;4;0.46;2;2;5;2;0.57;2;2;0;2;0;2;2.2;1
2.37;2.18;6;0.93;2;3.11;5;2;0;2;6;0;2;0;2;2.8;1
2.37;7.59;6;1.47;4;9.06;5.5;4;36.29;6;6;0;2;0;2;4.2;1
2.37;0.76;2;0.34;2;1.1;5;2;0;2;6;0;2;0;2;2.4;1
2.37;0.38;2;0.85;2;1.23;5;2;0.04;2;2;0;2;0;2;2;0
2.37;1.29;4;0.13;2;1.42;5;2;0;2;2;0;2;0;2;2.2;1
2.37;1.99;4;0.63;2;2.62;5;2;0;2;2;0;2;0;2;2.2;1
2.37;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.37;0.02;2;0.05;2;0.07;5;2;0;2;2;0;2;0;2;2;0
2.37;0.14;2;0.08;2;0.22;5;2;0;2;2;0;2;0;2;2;0
2.37;0.09;2;0;2;0.09;5;2;0;2;2;0;2;0;2;2;0
2.37;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.37;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.37;0.01;2;7;2;17;5;2;0;2;2;0;2;0;2;2;0
2.37;0.17;2;0.04;2;0.21;5;2;0;2;2;0;2;0;2;2;0
2.37;1.66;4;0.83;2;2.49;5;2;0.31;2;6;0;2;0;2;2.6;1
2.37;0.5;2;0.04;2;0.54;5;2;0;2;6;0;2;0;2;2.4;1
2.37;0.9;2;0.29;2;1.19;5;2;1.22;2;6;0;2;0;2;2.4;1
2.37;0;2;0;2;0;5;2;0.23;2;6;0;2;0;2;2.4;1
1.99;57.03;6;134.33;6;191.36;5;2;844.37;6;2;0;2;0;2;4;1
1.99;0.58;2;0;2;0.58;5;2;0;2;2;0;2;0;2;2;0
1.99;1.52;4;0;2;1.52;5;2;6.96;4;2;0;2;0;2;2.4;1
1.99;0.9;2;0;2;0.9;5;2;1.95;2;2;0;2;0;2;2;0
1.99;1.19;4;0;2;1.19;5;2;0;2;2;0;2;0;2;2.2;1
1.99;0.53;2;0;2;0.53;5;2;2.33;2;2;0;2;0;2;2;0
1.99;0.93;2;0;2;0.93;5;2;0.11;2;2;0;2;0;2;2;0
1.99;1.89;4;0;2;1.89;5;2;0;2;2;0;2;0;2;2.2;1
1.99;1.71;4;0;2;1.71;5;2;0.09;2;2;0;2;0;2;2.2;1
1.99;0.3;2;0;2;0.3;5;2;0;2;2;0;2;0;2;2;0
1.99;0.76;2;0;2;0.76;5;2;7.48;4;2;0;2;0;2;2.2;1
1.99;0.96;2;0;2;0.96;5;2;9.45;4;2;0;2;0;2;2.2;1
1.99;1.26;4;0;2;1.26;5;2;0;2;2;0;2;0;2;2.2;1
1.99;0.55;2;0;2;0.55;5;2;0.67;2;2;0;2;0;2;2;0
1.99;0.29;2;0;2;0.29;5;2;0.06;2;2;0;2;0;2;2;0
1.99;1.27;4;0;2;1.27;5;2;2.77;2;2;0;2;0;2;2.2;1
1.99;1.34;4;0;2;1.34;5;2;0;2;2;0;2;0;2;2.2;1
1.99;0.56;2;0;2;0.56;5;2;1.75;2;2;0;2;0;2;2;0
1.99;0.86;2;0;2;0.86;5;2;0;2;6;0;2;0;2;2.4;1
1.99;1.62;4;0;2;1.62;5;2;0;2;6;0;2;0;2;2.6;1
1.99;3.02;6;0;2;3.02;5;2;0;2;6;0;2;0;2;2.8;1
1.99;0.59;2;0;2;0.59;5;2;0;2;6;0;2;0;2;2.4;1
1.99;1.1;4;0;2;1.1;5;2;0;2;2;0;2;0;2;2.2;1
1.99;1.03;4;0;2;1.03;5;2;27.28;6;2;0;2;0;2;2.6;1
1.99;0.66;2;0;2;0.66;5;2;0.73;2;2;0;2;0;2;2;0
1.99;0.48;2;0;2;0.48;5;2;0.47;2;2;0;2;0;2;2;0
1.99;1.27;4;0;2;1.27;5;2;175.9;6;2;0;2;0;2;2.6;1
1.99;0.43;2;0;2;0.43;5;2;13.54;6;2;0;2;0;2;2.4;1
1.99;1.65;4;0;2;1.65;5;2;0.01;2;2;0;2;0;2;2.2;1
1.99;1.4;4;0;2;1.4;5;2;0;2;2;0;2;0;2;2.2;1
1.99;1.14;4;0;2;1.14;5;2;41.82;6;2;0;2;0;2;2.6;1
1.99;0.45;2;0;2;0.45;5;2;0;2;2;0;2;0;2;2;0
1.99;0.6;2;0;2;0.6;5;2;0;2;2;0;2;0;2;2;0
1.99;0.85;2;0;2;0.85;5;2;0;2;2;0;2;0;2;2;0
1.99;1.19;4;0;2;1.19;5;2;29.76;6;2;0;2;0;2;2.6;1
1.99;1.23;4;0;2;1.23;5;2;0.11;2;2;0;2;0;2;2.2;1
1.99;1.12;4;0;2;1.12;5;2;0.05;2;2;0;2;0;2;2.2;1
1.99;1.53;4;0;2;1.53;5;2;0.03;2;4;0;2;0;2;2.4;1
1.99;0.77;2;0;2;0.77;5;2;0;2;4;0;2;0;2;2.2;1
1.99;0.56;2;0;2;0.56;5;2;0;2;4;0;2;0;2;2.2;1
1.99;1.82;4;0;2;1.82;5;2;85.13;6;4;0;2;0;2;2.8;1
1.99;0.44;2;0;2;0.44;5;2;0.04;2;4;0;2;0;2;2.2;1
1.99;1.46;4;0;2;1.46;5;2;0;2;2;0;2;0;2;2.2;1
1.99;1.12;4;0;2;1.12;5;2;10.98;6;2;0;2;0;2;2.6;1
1.99;1.56;4;0;2;1.56;5;2;0.1;2;2;0;2;0;2;2.2;1
1.99;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
1.99;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
1.85;11.24;6;9.49;6;20.73;5.5;4;173.02;6;2;0;2;0;2;4.4;1
1.85;3.7;6;0;2;3.7;5;2;0.12;2;2;0;2;0;2;2.4;1
1.85;8.53;6;0.16;2;8.69;5;2;0.52;2;2;1;4;0;2;2.6;1
1.85;0.47;2;1.59;4;2.06;5;2;1.24;2;2;0;2;0;2;2.6;1
1.85;0.95;2;1.33;4;2.28;5;2;0.07;2;4;0;2;0;2;2.8;1
1.85;13.15;6;1.63;4;14.78;5;2;1.19;2;4;0;2;0;2;3.2;1
1.85;3.17;6;0.44;2;3.61;5;2;0;2;4;0;2;0;2;2.6;1
1.85;7.02;6;1.77;4;8.79;5;2;0;2;4;0;2;0;2;3.2;1
1.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
1.85;0.95;2;0;2;0.95;5;2;0.13;2;4;1;4;0;2;2.4;1
1.85;0;2;0;2;0;5;2;10.53;6;4;0;2;0;2;2.6;1
1.85;9.19;6;4.2;6;13.39;5;2;0.52;2;2;0;2;0;2;3.6;1
1.85;9.14;6;1.22;4;10.36;5;2;0;2;6;0;2;0;2;3.4;1
1.85;0.26;2;0;2;0.26;5;2;0;2;2;0;2;0;2;2;0
1.85;3.05;6;0.05;2;3.1;5;2;0;2;2;0;2;0;2;2.4;1
1.85;0.56;2;72;6;72.56;5;2;0.51;2;2;0;2;0;2;3.2;1
1.85;2.96;6;0.15;2;3.11;5;2;0;2;2;0;2;0;2;2.4;1
1.85;2.48;6;0;2;2.48;5;2;0;2;2;0;2;0;2;2.4;1
1.85;9.94;6;0.44;2;10.38;5;2;0.15;2;2;0;2;0;2;2.4;1
1.85;5.13;6;0.09;2;5.22;5;2;0.01;2;2;0;2;0;2;2.4;1
1.85;2.49;6;0.29;2;2.78;5;2;0.49;2;2;0;2;0;2;2.4;1
1.85;7.22;6;0.28;2;7.5;5;2;0;2;2;0;2;0;2;2.4;1
1.85;0.71;2;0.66;2;1.37;5;2;0;2;2;0;2;0;2;2;0
1.85;19.21;6;2.47;6;21.68;5;2;0;2;6;0;2;0;2;4;1
1.85;0.18;2;0;2;0.18;5;2;0;2;6;1;4;0;2;2.6;1
1.85;5.9;6;0;2;5.9;5;2;0.74;2;6;1;4;0;2;3;1
1.85;4.04;6;0;2;4.04;5;2;0.79;2;6;0;2;0;2;2.8;1
1.85;2.81;6;0.11;2;2.92;5;2;19.45;6;6;0;2;0;2;3.2;1
1.85;5.87;6;0;2;5.87;5;2;0.44;2;6;0;2;0;2;2.8;1
1.85;1.75;4;0;2;1.75;5;2;0.35;2;6;0;2;0;2;2.6;1
1.85;2.05;6;0;2;2.05;5;2;3.53;2;6;0;2;0;2;2.8;1
1.85;0;2;0;2;0;5;2;0.04;2;6;1;4;0;2;2.6;1
1.85;3.67;6;0.18;2;3.85;5;2;0;2;2;0;2;0;2;2.4;1
1.85;0.64;2;0.95;2;1.59;5;2;0;2;2;0;2;1;4;2.2;1
1.85;7.37;6;1.64;4;9.01;5;2;0.08;2;2;0;2;0;2;3;1
1.85;10.79;6;0.67;2;11.46;5;2;0.04;2;2;0;2;0;2;2.4;1
1.85;10.02;6;0.95;2;10.97;5;2;0.43;2;2;0;2;0;2;2.4;1
1.85;0.44;2;0.62;2;1.06;5;2;0.64;2;2;0;2;0;2;2;0
1.85;2.89;6;0.11;2;3;5;2;0.04;2;2;0;2;0;2;2.4;1
1.85;0.6;2;1.14;4;1.74;5;2;0.43;2;2;0;2;0;2;2.6;1
1.85;0.79;2;1.01;4;1.8;5;2;0.57;2;2;0;2;0;2;2.6;1
1.85;3.26;6;0.36;2;3.62;5;2;0.02;2;2;0;2;0;2;2.4;1
1.85;8.94;6;1.32;4;10.26;5;2;0.02;2;2;0;2;0;2;3;1
1.85;4.6;6;1.17;4;5.77;5;2;0.04;2;2;0;2;0;2;3;1
1.85;7.01;6;1.12;4;8.13;5;2;0.1;2;2;0;2;0;2;3;1
1.85;1.04;4;0.91;2;1.95;5;2;0.37;2;2;0;2;0;2;2.2;1
1.85;2.81;6;0.41;2;3.22;5;2;0;2;2;0;2;0;2;2.4;1
1.85;0.7;2;0.6;2;1.3;5;2;0.51;2;2;0;2;0;2;2;0
1.85;0.78;2;0.97;2;1.75;5;2;0.97;2;2;0;2;0;2;2;0
1.85;7.09;6;1.95;4;9.04;5;2;0;2;2;0;2;0;2;3;1
1.85;1.39;4;1.1;4;2.49;5;2;0;2;2;0;2;0;2;2.8;1
1.85;2.46;6;0.37;2;2.83;5;2;0;2;2;0;2;0;2;2.4;1
1.85;2.48;6;0.1;2;2.58;5;2;0;2;2;0;2;0;2;2.4;1
1.85;1.28;4;1.75;4;3.03;5;2;0;2;2;0;2;0;2;2.8;1
1.85;3.83;6;0.28;2;4.11;5;2;0;2;2;0;2;0;2;2.4;1
1.85;3.74;6;0.55;2;4.29;5;2;0;2;2;0;2;0;2;2.4;1
1.85;11.44;6;1.41;4;12.85;5;2;0.04;2;2;0;2;0;2;3;1
1.85;4.99;6;0.64;2;5.63;5;2;0;2;2;0;2;0;2;2.4;1
1.85;8.25;6;1.59;4;9.84;5;2;0.02;2;2;0;2;0;2;3;1
1.85;0.25;2;1.8;4;2.05;5;2;0.74;2;2;0;2;0;2;2.6;1
1.85;7.2;6;0.43;2;7.63;5;2;0.01;2;2;0;2;0;2;2.4;1
1.85;0.73;2;1.24;4;1.97;5;2;0.2;2;2;0;2;0;2;2.6;1
1.85;5.2;6;0;2;5.2;5;2;0;2;2;0;2;0;2;2.4;1
1.85;1.16;4;0;2;1.16;5;2;0.11;2;6;0;2;0;2;2.6;1
1.85;0;2;0;2;0;5;2;0.19;2;6;0;2;0;2;2.4;1
1.85;0.65;2;0.03;2;0.68;5;2;0.14;2;2;0;2;0;2;2;0
1.85;0.79;2;0;2;0.79;5;2;3.54;2;2;0;2;0;2;2;0
1.85;3.28;6;0.25;2;3.53;5;2;0.04;2;6;0;2;0;2;2.8;1
1.85;0.9;2;0;2;0.9;5;2;0.13;2;6;0;2;0;2;2.4;1
1.85;5;6;0.54;2;5.54;5;2;0;2;2;0;2;0;2;2.4;1
1.85;7.07;6;0.72;2;7.79;5;2;0;2;2;0;2;0;2;2.4;1
1.85;1.08;4;1.98;4;3.06;5;2;3.92;2;2;0;2;0;2;2.8;1
1.85;3.46;6;0.09;2;3.55;5;2;0.06;2;2;0;2;0;2;2.4;1
1.85;0.6;2;1.08;4;1.68;5;2;0.33;2;2;0;2;0;2;2.6;1
1.85;3.92;6;1.08;4;5;5;2;0;2;2;0;2;0;2;3;1
1.85;7.84;6;2.81;6;10.65;5;2;0;2;2;1;4;0;2;3.8;1
1.85;0.99;2;0;2;0.99;5;2;0;2;4;0;2;0;2;2.2;1
1.85;0.17;2;0.11;2;0.28;5;2;0;2;2;0;2;0;2;2;0
1.85;45.23;6;36.18;6;81.41;5;2;0;2;6;0;2;0;2;4;1
1.85;1.69;4;0.21;2;1.9;5;2;0;2;2;0;2;0;2;2.2;1
1.85;0.18;2;0.63;2;0.81;5;2;0;2;2;0;2;0;2;2;0
1.85;0.01;2;0.91;2;0.92;5;2;0;2;2;0;2;0;2;2;0
1.85;0.88;2;1.5;4;2.38;5;2;0.19;2;2;0;2;0;2;2.6;1
1.85;1.17;4;0.15;2;1.32;5;2;0;2;2;0;2;0;2;2.2;1
1.85;0;2;0;2;0;5;2;0;2;4;0;2;0;2;2.2;1
1.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
1.85;0;2;0;2;0;5;2;0.2;2;4;0;2;0;2;2.2;1
1.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
1.85;0;2;0;2;0;5;2;0;2;6;0;2;0;2;2.4;1
1.85;0.99;2;0.11;2;1.1;5;2;0;2;6;0;2;0;2;2.4;1
1.85;0.21;2;0;2;0.21;5;2;0;2;2;0;2;0;2;2;0
1.85;2.2;6;0.28;2;2.48;5;2;0;2;2;0;2;0;2;2.4;1
1.85;3.31;6;0.17;2;3.48;5;2;0;2;2;0;2;0;2;2.4;1
1.85;2.43;6;0.27;2;2.7;5;2;0;2;2;0;2;0;2;2.4;1
1.85;13.91;6;0.5;2;14.41;5;2;0.19;2;2;0;2;0;2;2.4;1
2.36;1.71;4;0;2;1.71;6.5;6;88.4;6;6;0;4;4;6;4.4;1
2.37;1.13;4;3.85;6;4.98;6.5;6;20.89;6;6;0;2;0;2;5;1
2.37;17.53;6;0;2;17.53;6.5;6;94.75;6;6;0;2;4;6;4.4;1
2.37;0.56;2;0.7;2;1.26;5;2;0;2;6;0;2;0;2;2.4;1
2.37;0.56;2;0.08;2;0.64;5;2;0.05;2;6;0;2;0;2;2.4;1
2.34;3.95;6;0;2;0;5.5;4;83.96;6;6;0;2;1;4;3.8;1
2.34;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.34;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.34;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
2.34;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
15.56;20.65;6;0;2;0;6;6;397.31;6;6;0;2;1;4;4.2;1
15.56;3.73;6;2.82;6;6.55;6;6;160.41;6;6;0;2;0;2;5.2;1
15.56;0;2;0;2;0;5;2;23.97;6;6;0;2;0;2;2.8;1
17.68;2.52;6;20.28;6;22.8;5;2;70.56;6;6;0;2;0;2;4.4;1
21.61;3.14;6;5.68;6;8.82;5.5;4;11.33;6;4;0;2;0;2;4.6;1
21.61;0.88;2;1.07;4;1.95;5;2;0.76;2;2;0;2;0;2;2.6;1
21.61;0.8;2;0.82;2;1.62;5;2;1.32;2;2;0;2;0;2;2;0
21.61;0.7;2;0.72;2;1.42;5;2;0;2;2;0;2;0;2;2;0
21.61;0;2;0.39;2;0.39;5;2;0.24;2;2;0;2;0;2;2;0
21.61;0.33;2;0;2;0.33;5;2;0;2;2;0;2;0;2;2;0
21.61;0.28;2;0.16;2;0.44;5;2;0;2;2;0;2;0;2;2;0
21.61;0.19;2;0.27;2;0.46;5;2;0.65;2;2;0;2;0;2;2;0
21.61;0.53;2;0.62;2;1.15;5;2;0.01;2;2;0;2;0;2;2;0
21.61;0.46;2;0.88;2;1.34;5;2;0.58;2;2;0;2;0;2;2;0
21.61;0.31;2;0.28;2;0.59;5;2;0;2;2;0;2;0;2;2;0
21.61;85;6;1.06;4;86.06;5;2;0;2;6;0;2;0;2;3.4;1
21.61;0.75;2;0.9;2;1.65;5;2;1.4;2;2;0;2;0;2;2;0
21.61;0.85;2;0.93;2;1.78;5;2;0;2;2;0;2;0;2;2;0
21.61;0.34;2;0.36;2;0.7;5;2;0.03;2;2;0;2;0;2;2;0
21.61;0.66;2;0.81;2;1.47;5;2;0.03;2;2;0;2;0;2;2;0
21.61;0.59;2;0.69;2;1.28;5;2;0;2;2;0;2;0;2;2;0
21.61;0.61;2;0.63;2;1.24;5;2;0;2;2;0;2;0;2;2;0
21.61;0.72;2;0.8;2;1.52;5;2;0.02;2;2;0;2;0;2;2;0
21.61;0.37;2;0.1;2;0.47;5;2;0;2;2;0;2;0;2;2;0
21.61;0.62;2;0.71;2;1.33;5;2;0.08;2;2;0;2;0;2;2;0
21.61;0.98;2;1.14;4;2.12;5;2;0;2;2;0;2;0;2;2.6;1
21.61;0.32;2;0;2;0.32;5;2;0;2;2;0;2;0;2;2;0
21.61;0.56;2;0.63;2;1.19;5;2;0.09;2;2;0;2;0;2;2;0
21.61;0.54;2;0.56;2;1.1;5;2;0.8;2;2;0;2;0;2;2;0
21.61;0.63;2;0.69;2;1.32;5;2;0.32;2;2;0;2;0;2;2;0
21.61;0.37;2;0.46;2;0.83;5;2;0;2;2;0;2;0;2;2;0
21.61;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
21.61;0.29;2;0.33;2;0.62;5;2;0;2;2;0;2;0;2;2;0
21.61;0.67;2;0.76;2;1.43;5;2;0;2;2;0;2;0;2;2;0
21.61;0.43;2;0;2;0.43;5;2;0;2;2;0;2;0;2;2;0
21.61;0.67;2;0.75;2;1.42;5;2;0.39;2;2;0;2;0;2;2;0
21.61;0.84;2;1.09;4;1.93;5;2;0;2;2;0;2;0;2;2.6;1
21.61;0.52;2;0.68;2;1.2;5;2;0;2;2;0;2;0;2;2;0
21.61;0.38;2;0.48;2;0.86;5;2;0.33;2;2;0;2;0;2;2;0
21.61;0.19;2;0.23;2;0.42;5;2;0;2;2;0;2;0;2;2;0
21.61;0.27;2;0.35;2;0.62;5;2;0;2;2;0;2;0;2;2;0
21.61;0.34;2;0.27;2;0.61;5;2;0;2;2;0;2;0;2;2;0
21.61;0.02;2;0.66;2;0.68;5;2;0;2;2;0;2;0;2;2;0
21.61;0;2;0;2;0;5;2;0.03;2;2;0;2;0;2;2;0
21.61;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
59.85;1.94;4;6.69;6;8.63;5.5;4;13.3;6;6;0;2;1;4;4.8;1
59.85;0;2;0;2;0;5;2;0.29;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;3.3;2;2;0;2;0;2;2;0
59.85;0.27;2;0;2;0.27;5;2;16.09;6;2;0;2;0;2;2.4;1
59.85;0;2;0;2;0;5;2;1.44;2;2;0;2;0;2;2;0
59.85;0.03;2;0;2;0.03;5;2;1.66;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0.19;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0.7;2;2;0;2;0;2;2;0
59.85;0.05;2;0;2;0.05;5;2;0.63;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0.93;2;2;0;2;0;2;2;0
59.85;0.03;2;0;2;0.03;5;2;1.22;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;1.2;2;2;1;4;0;2;2.2;1
59.85;0.01;2;0.11;2;0.12;5;2;1.03;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;2.86;2;2;0;2;0;2;2;0
59.85;0.03;2;0;2;0.03;5;2;1.55;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;2.39;2;2;0;2;0;2;2;0
59.85;0.07;2;0;2;0.07;5;2;10.4;6;2;0;2;0;2;2.4;1
59.85;0;2;0;2;0;5;2;1.3;2;4;0;2;0;2;2.2;1
59.85;0.31;2;0;2;0.31;5;2;0;2;2;0;2;0;2;2;0
59.85;0.15;2;0;2;0.15;5;2;0.05;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
59.85;0.01;2;0;2;0.01;5;2;0.6;2;2;0;2;0;2;2;0
59.85;0.15;2;0;2;0.15;5;2;0;2;2;0;2;0;2;2;0
59.85;0.2;2;0.28;2;0.48;5;2;0;2;2;0;2;0;2;2;0
59.85;0.06;2;0;2;0.06;5;2;0;2;2;0;2;0;2;2;0
59.85;0.3;2;0;2;0.3;5;2;0;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
59.85;0.29;2;0;2;0.29;5;2;0.04;2;2;0;2;0;2;2;0
59.85;0.48;2;0;2;0.48;5;2;0;2;2;0;2;0;2;2;0
59.85;0.39;2;0.39;2;0.78;5;2;0.17;2;4;0;2;0;2;2.2;1
59.85;0.21;2;0;2;0.21;5;2;0.33;2;4;0;2;0;2;2.2;1
59.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
59.85;0.42;2;0;2;0.42;5;2;0;2;4;0;2;0;2;2.2;1
59.85;0.04;2;0;2;0.04;5;2;0.22;2;2;0;2;0;2;2;0
59.85;0;2;0.22;2;0.22;5;2;0;2;2;0;2;0;2;2;0
59.85;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
55.57;0.29;2;0.39;2;0.68;5.5;4;0.05;2;2;0;2;0;2;2.4;1
55.57;0;2;1.96;4;1.96;5;2;0.4;2;2;0;2;0;2;2.6;1
55.57;2.24;6;7.26;6;9.5;5;2;0.24;2;2;0;2;0;2;3.6;1
55.57;0.62;2;0.42;2;1.04;5;2;0;2;2;0;2;0;2;2;0
55.57;1.7;4;5.91;6;7.61;5;2;3.68;2;4;0;2;0;2;3.6;1
55.57;0.95;2;0.72;2;1.67;5;2;0;2;4;0;2;0;2;2.2;1
55.57;0;2;0;2;0;5.5;4;85.05;6;6;0;2;0;2;3.2;1
55.57;2.59;6;111.9;6;114.49;5;2;8.47;4;6;0;2;0;2;4.2;1
55.57;6.48;6;43.08;6;49.56;5;2;253.12;6;6;0;2;2;6;4.8;1
55.57;1.2;4;0.54;2;1.74;5;2;0.45;2;2;0;2;0;2;2.2;1
55.57;0.26;2;0.21;2;0.47;5;2;0.05;2;2;0;2;0;2;2;0
55.57;0.7;2;0.19;2;0.89;5;2;0;2;2;0;2;0;2;2;0
55.57;1.59;4;0.13;2;1.72;5;2;0.11;2;2;0;2;0;2;2.2;1
55.57;0;2;0;2;0;5;2;0.02;2;2;0;2;0;2;2;0
55.57;3.14;6;4.97;6;8.11;5;2;6.41;4;2;0;2;1;4;4;1
55.57;0.68;2;1.47;4;2.15;5;2;0;2;2;0;2;0;2;2.6;1
55.57;0.67;2;1.71;4;2.38;5;2;0;2;2;0;2;0;2;2.6;1
55.57;2.54;6;5.52;6;8.06;5;2;0.49;2;2;0;2;0;2;3.6;1
55.57;1.84;4;4.25;6;6.09;5;2;0.82;2;2;0;2;0;2;3.4;1
55.57;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
55.57;3.1;6;4.66;6;7.76;5;2;0.59;2;2;0;2;0;2;3.6;1
55.57;0.79;2;0.46;2;1.25;5;2;0.28;2;2;0;2;0;2;2;0
55.57;0.38;2;0.09;2;0.47;5;2;0;2;2;0;2;0;2;2;0
55.57;2.41;6;4.69;6;7.1;5;2;0.25;2;2;0;2;0;2;3.6;1
55.57;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
55.57;1.26;4;1.58;4;2.84;5;2;6.5;4;2;0;2;0;2;3;1
55.57;0.6;2;0.46;2;1.06;5;2;0;2;2;0;2;0;2;2;0
55.57;1.24;4;2.27;6;3.51;5;2;0;2;6;0;2;0;2;3.8;1
55.57;0;2;0;2;0;5;2;0;2;6;0;2;0;2;2.4;1
55.57;0.0006;2;1.11;4;1.1106;5;2;0;2;6;0;2;0;2;3;1
55.57;1.49;4;2.34;6;3.83;5;2;0.25;2;2;0;2;0;2;3.4;1
55.57;1.27;4;2;6;3.27;5;2;0.18;2;2;0;2;0;2;3.4;1
55.57;2.42;6;3.53;6;5.95;5;2;6.31;4;2;0;2;0;2;3.8;1
55.57;0.69;2;0.81;2;1.5;5;2;0;2;2;0;2;0;2;2;0
55.57;1.85;4;4.16;6;6.01;5;2;0.51;2;2;0;2;0;2;3.4;1
55.57;1.85;4;4.16;6;6.01;5;2;1.65;2;2;0;2;0;2;3.4;1
55.57;2.45;6;5.47;6;7.92;5;2;5.61;4;2;0;2;0;2;3.8;1
55.57;0.54;2;0.67;2;1.21;5;2;0;2;2;0;2;0;2;2;0
55.57;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
55.57;1.45;4;5.79;6;7.24;5;2;0.69;2;2;0;2;0;2;3.4;1
55.57;0.84;2;0;2;0.84;5;2;0;2;2;0;2;0;2;2;0
55.57;0;2;0;2;0;5;2;0;2;2;0;2;0;2;2;0
55.57;0.11;2;0;2;0.11;5;2;0;2;2;0;2;0;2;2;0
55.57;0.49;2;0;2;0.49;5;2;0;2;2;0;2;0;2;2;0
55.57;0.41;2;0;2;0.41;5;2;0;2;2;0;2;0;2;2;0
55.57;0.56;2;0;2;0.56;5;2;0;2;2;0;2;0;2;2;0
55.57;0.87;2;0;2;0.87;5;2;0.1;2;2;0;2;0;2;2;0
55.57;0.5;2;0;2;0.5;5;2;0;2;2;0;2;0;2;2;0
55.57;0;2;0;2;0;5;2;0.02;2;2;0;2;0;2;2;0
55.57;0.38;2;0.49;2;0.87;5;2;0;2;2;0;2;0;2;2;0
55.57;0;2;0.03;2;0.03;5;2;0;2;2;0;2;0;2;2;0
55.57;0.17;2;0;2;0.17;5;2;0;2;2;0;2;0;2;2;0
55.57;0.84;2;0;2;0.84;5;2;0;2;4;0;2;0;2;2.2;1
55.57;0.49;2;4.78;6;5.27;5;2;0;2;2;0;2;0;2;3.2;1
55.57;0.67;2;0.41;2;1.08;5;2;0.99;2;4;0;2;0;2;2.2;1
55.57;0.45;2;8.27;6;8.72;5;2;9.43;4;4;0;2;0;2;3.6;1
55.57;0;2;0;2;0;5;2;0;2;4;0;2;0;2;2.2;1
55.57;0.68;2;0;2;0.68;5;2;0;2;4;0;2;0;2;2.2;1
55.57;0.99;2;0;2;0.99;5;2;0;2;4;0;2;0;2;2.2;1
55.57;0.29;2;0;2;0.29;5;2;0;2;4;0;2;0;2;2.2;1
55.57;1.67;4;0;2;1.67;5;2;0.06;2;4;0;2;0;2;2.4;1
55.57;1.05;4;2.17;6;3.22;5;2;0;2;4;0;2;0;2;3.6;1
